csv_file,dataset_type,rows,sheet_name,source_id,source_title
normalized/coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9__t8-6-ele-generation.csv,coal_prices,44,t8.6 ele generation,coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9,Coal Directory chapter 8: Coal prices and royalties
normalized/coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9__t-8-7-cement.csv,coal_prices,29,t 8.7 cement ,coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9,Coal Directory chapter 8: Coal prices and royalties
normalized/coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9__8-8cement.csv,coal_prices,27,8.8cement ,coal-statistics-coal-directory-chapter-8-coal-prices-and-royalties-9,Coal Directory chapter 8: Coal prices and royalties
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-1.csv,source_reference,34,TB10.1,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-2.csv,source_reference,25,TB10.2 ,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-3.csv,source_reference,15,TB10.3,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-4.csv,source_reference,31,TB10.4,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-5.csv,source_reference,134,TB10.5,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb-10-6.csv,source_reference,60,TB 10.6,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb-10-7.csv,source_reference,124,TB 10.7,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-9-employment-and-safety-10__tb10-8.csv,source_reference,10,TB10.8,coal-statistics-coal-directory-chapter-9-employment-and-safety-10,Coal Directory chapter 9: Employment and safety
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t11-1-reserve.csv,production,55,T11.1 Reserve,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t11-2production.csv,production,61,T11.2Production,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t11-3-coal-offtake.csv,production,112,T11.3- Coal Offtake,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t11-4-prices.csv,production,53,T11.4-Prices,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t-11-5-prdn.csv,production,91,T-11.5-Prdn,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t-11-6-imp.csv,production,127,T-11.6-Imp,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t-11-7-exp.csv,production,83,T-11.7-Exp,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__t-11-8-supply.csv,production,135,T-11.8-Supply,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11__sheet1.csv,production,21,Sheet1,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-11,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-1.csv,production,72,tab12.1 ,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-2.csv,production,19,tab12.2,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-3-5.csv,production,34,tab12.3-5,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-6.csv,production,55,Tab12.6,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-7.csv,production,13,tab12.7,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
normalized/coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12__tab12-8-9.csv,production,21,tab12.8 & 9,coal-statistics-coal-directory-chapter-1-indian-coal-economy-overview-12,Coal Directory chapter 1: Indian coal economy overview
