period,financial_year,coking_coal_mt,non_coking_coal_mt,total_raw_coal_mt,lignite_mt,status
2024-04,2024-25,5.343524284999998,73.36059368400004,78.70411796900004,4.034683083,final
2024-05,2024-25,5.565154244,78.40297150699998,83.96812575099997,4.306275081,final
2024-06,2024-25,5.098288643000001,79.70343052700002,84.80171917000003,3.9783551040000003,final
2024-07,2024-25,4.726478932000001,69.23779800600002,73.96427693800003,3.41790507,final
2024-08,2024-25,4.022309563,58.633853092,62.656162655,3.2740395300000005,final
2024-09,2024-25,4.128109127,64.730624495,68.858733622,3.2812644,final
2024-10,2024-25,4.77936094,79.81944204199999,84.598802982,3.0457089910000006,final
2024-11,2024-25,5.499200373999998,85.26319234600005,90.76239272000005,3.2212226910000004,final
2024-12,2024-25,5.810618188,92.14169894100003,97.95231712900004,3.594108436,final
